id,movie_id,hall_id,start_time,language
e3ea2d1f-73de-4b98-9b42-3b9cd19bc60d,1b3bae68-e409-4055-a2c3-d5f42604c9b1,f143c984-3849-40d5-a2b0-6d9ed37bc07e,2025-12-18T21:20:00,Italian
19ddd26d-4b3f-479b-bef3-7ca30171243e,d3206088-b25a-455a-9323-1c8d5829b0b0,abfab99e-fd61-4782-a907-97b297c4ca74,2025-12-01T13:10:00,French
0ecc23a2-50c2-46f8-b894-40fbf798b09a,6d0ed363-2c1a-43f7-958a-0e0cb6ea3e49,e16750c4-717c-432b-a04f-f09f675691f5,2025-11-29T18:00:00,Russkiy
cd58cad6-173c-4ed4-8463-b389bfe04b2a,677a4d7a-ae9b-4bdb-a72f-67f73eba99c7,abfab99e-fd61-4782-a907-97b297c4ca74,2026-01-17T18:50:00,German
7dc998d0-d295-446f-a71d-a4cad83cc1b0,3844a965-19f9-41ec-9515-28393113f8c8,e16750c4-717c-432b-a04f-f09f675691f5,2025-11-07T17:40:00,Italian
0d181862-8243-4854-a1f1-9eb2143b5f77,afc8c392-95b3-4506-8d6c-719f96692939,5b670ca6-a7e4-4c56-ad9d-3cd266bbfaac,2025-11-16T17:40:00,English
b2e52543-712a-43ec-990b-d71386f870fc,9bc42e46-67c9-447f-be78-4ae50e491d93,f143c984-3849-40d5-a2b0-6d9ed37bc07e,2025-11-28T15:10:00,English
34675c7b-cf40-4529-8977-c54aa770f8bc,21bf0f34-fea3-4cb9-b9a7-94e72ffacc8a,05e81d16-559b-47bb-82e3-b8530bdbc109,2025-11-14T17:50:00,English
121e238c-0814-4a2f-8736-f0fc1ff955de,3c16d474-f898-4cfe-b924-7c38bea20d5c,b385ae30-ab5d-4d1d-922b-1baee7f11e02,2025-12-04T10:30:00,Spanish
5198ffeb-1a38-4773-8d28-376ff5e08c88,7c08735f-311c-4060-9637-87bee6bf9673,d9130d7c-e87e-4f52-99ff-ea84234f6f29,2025-11-22T08:30:00,Spanish
fcd7042e-c9b3-46ee-8b40-3f79ac717c47,1b3bae68-e409-4055-a2c3-d5f42604c9b1,d9130d7c-e87e-4f52-99ff-ea84234f6f29,2026-01-17T18:00:00,English
b41f5dbc-706e-49fd-adc8-75e6f67610e4,d51ce7b5-dd79-4d62-93c4-4a7cff3d22e3,abfab99e-fd61-4782-a907-97b297c4ca74,2025-11-06T18:40:00,French
453f2b02-5726-4c27-a1e5-987f41ca1398,33875037-f579-42ed-8aba-818a640c90d9,f143c984-3849-40d5-a2b0-6d9ed37bc07e,2025-12-19T23:30:00,Russkiy
aad485b3-427f-4095-9ae1-5d882593671b,2c417aef-cf61-4d18-ae06-06ba2317f36f,d9130d7c-e87e-4f52-99ff-ea84234f6f29,2025-11-03T09:50:00,French
f630fd94-f012-4930-b0db-90756c70e7e0,8ff07004-cedb-4c53-a5dd-a034c6073f8e,e16750c4-717c-432b-a04f-f09f675691f5,2025-12-04T12:00:00,Russkiy
c12e69c6-5bf3-45bf-8048-37cd3fb05bd9,6d0ed363-2c1a-43f7-958a-0e0cb6ea3e49,92a96396-ac33-4bb2-a703-f8aa43bff351,2025-12-29T15:50:00,Russkiy
17b0f857-435b-4763-95bd-dfa588d316ae,2d56957e-9087-4750-8598-9d99f1933845,e16750c4-717c-432b-a04f-f09f675691f5,2025-12-27T23:00:00,Italian
df735376-0490-4f7c-8c2a-a28d4ac9744a,d51ce7b5-dd79-4d62-93c4-4a7cff3d22e3,abfab99e-fd61-4782-a907-97b297c4ca74,2025-12-18T18:40:00,Italian
861c2c78-4720-43da-a6b4-f3b593f0e44e,6d0ed363-2c1a-43f7-958a-0e0cb6ea3e49,9174df91-bbab-4a3a-96e4-a815df880a07,2026-01-15T18:10:00,Italian
e26d83dc-c18b-488f-af0b-d2e8d837e497,34e41375-9db2-4e92-9f7d-76f36353f4e6,c545ee76-5ce3-4683-a6f2-7918ea4b9601,2025-11-21T12:30:00,Spanish
df40812f-b845-4b8e-ad76-e29a47ce36af,4edba6e8-c8d9-4fe2-a682-124b91f87604,05e81d16-559b-47bb-82e3-b8530bdbc109,2025-12-05T15:50:00,German
2aea5655-d62d-44e4-ab13-b874e4fdaed3,1b7592f5-0e3c-4c80-b5a2-4bd6f1157cba,5b670ca6-a7e4-4c56-ad9d-3cd266bbfaac,2026-01-07T09:00:00,Spanish
49b428eb-8168-45c9-b378-ec2745f1e1c9,47ae8c16-2d72-4c6b-8a12-3dac47db6ed7,b385ae30-ab5d-4d1d-922b-1baee7f11e02,2025-11-21T17:20:00,English
c9408e4f-30c1-4d02-affc-bafdbb7da91b,2d56957e-9087-4750-8598-9d99f1933845,92a96396-ac33-4bb2-a703-f8aa43bff351,2025-10-31T13:20:00,Italian
922611fc-97da-4a81-8e13-38aa5123a6f6,69a62e24-d225-4d89-94b5-ae7f906b57dc,9174df91-bbab-4a3a-96e4-a815df880a07,2025-12-03T16:00:00,Italian
6a99fa7a-ec90-4198-a64b-ec3c8791b332,708f4f48-f883-4f49-97ee-2c0a91c249de,f143c984-3849-40d5-a2b0-6d9ed37bc07e,2025-12-27T11:00:00,English
1eaa732d-2525-424d-b005-a948e1a0eceb,9dae46b7-7f1a-4d67-b808-9e9c1b622d6c,05e81d16-559b-47bb-82e3-b8530bdbc109,2025-11-08T11:20:00,English
cd3e30a2-b359-43b4-9959-e5273e4b8069,33875037-f579-42ed-8aba-818a640c90d9,c545ee76-5ce3-4683-a6f2-7918ea4b9601,2025-11-23T20:50:00,Russkiy
5f1f054f-e149-4deb-855d-c33ab3f2f277,47aa0eb4-151b-4307-b50f-cdd5a44970fd,05e81d16-559b-47bb-82e3-b8530bdbc109,2025-11-16T15:20:00,English
faff862c-f7b9-4e97-b4bd-660c80524f35,67021090-97c3-44f2-82ed-cf5f65828f38,c545ee76-5ce3-4683-a6f2-7918ea4b9601,2025-12-21T10:10:00,German
